"","motif","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","motif.name"
"1352","MA1418.1",3.26460163758577e-25,3.11581820080444,1,0.465,2.06649283659179e-22,"Endothelial cells","IRF3"
"1353","MA1421.1",3.52731645206113e-204,1.50766383763369,0.803,0.421,2.2327913141547e-201,"Club cells_1","TCF7L1"
"1354","MA1421.1",7.51382786462547e-63,1.20825614632372,0.789,0.464,4.75625303830792e-60,"Club cell_2","TCF7L1"
"1355","MA1421.1",7.13813196474595e-13,0.859504960221128,0.746,0.477,4.51843753368418e-10,"AT2 cells","TCF7L1"
"1356","MA1463.1",4.74175227276955e-28,1.36167010679846,0.7,0.504,3.00152918866312e-25,"NE_6","ARGFX"
"1357","MA1463.1",2.57901319538589e-66,1.95748628983828,0.864,0.5,1.63251535267927e-63,"NFIB high_NE","ARGFX"
"1358","MA1463.1",4.44348963640585e-05,1.1822309504119,0.7,0.513,0.0281272893984491,"NE_8","ARGFX"
"1359","MA1463.1",9.24791173198913e-16,0.738299483646785,0.78,0.509,5.85392812634912e-13,"NE_7","ARGFX"
"1360","MA1464.1",1.9825578149308e-14,2.35627215870314,0.59,0.472,1.2549590968512e-11,"NE_6","ARNT2"
"1361","MA1464.1",1.06014158413348e-09,1.20038569226821,0.81,0.478,6.71069622756495e-07,"Endothelial cells","ARNT2"
"1362","MA1464.1",3.89182027373616e-11,0.708932905533944,0.772,0.476,2.46352223327499e-08,"Cilliated cells","ARNT2"
"1363","MA1464.1",5.6306941978961e-15,1.36378613731708,0.711,0.475,3.56422942726823e-12,"AT2 cells","ARNT2"
"1364","MA1466.1",0.00056738605542656,1.69432537350342,0.71,0.492,0.359155373085012,"Stromal cells","ATF6"
"1365","MA1466.1",0.00447478920832539,0.596996893771371,0.643,0.492,1,"Endothelial cells","ATF6"
"1366","MA1467.1",1.44634691772369e-31,1.84518143951325,0.921,0.59,9.15537598919097e-29,"NE_7","ATOH1(var.2)"
"1367","MA1467.1",1.05254130782098e-90,1.34338407992951,0.914,0.567,6.66258647850678e-88,"NE_5","ATOH1(var.2)"
"1368","MA1467.1",1.55065699139326e-07,0.711249932876171,0.88,0.594,9.81565875551936e-05,"NE_8","ATOH1(var.2)"
"1369","MA1467.1",2.81607834538131e-88,3.09267297955714,0.941,0.582,1.78257759262637e-85,"NFIB high_NE","ATOH1(var.2)"
"1370","MA1468.1",1.55481352122118e-67,4.57869341099513,0.887,0.552,9.84196958933008e-65,"NFIB high_NE","ATOH7"
"1371","MA1470.1",3.63905550305781e-21,3.36476627199664,0.976,0.47,2.30352213343559e-18,"Endothelial cells","BACH2(var.2)"
"1372","MA1470.1",1.67383662441775e-28,0.68672265079956,0.592,0.456,1.05953858325644e-25,"NE_2","BACH2(var.2)"
"1373","MA1470.1",4.61423387803253e-11,2.54950082245565,0.935,0.471,2.92081004479459e-08,"Stromal cells","BACH2(var.2)"
"1374","MA1470.1",0.00801833177281335,0.606409607986476,0.525,0.47,1,"NE_6","BACH2(var.2)"
"1375","MA1471.1",2.18276258956854e-16,0.760597008183723,0.68,0.498,1.38168871919689e-13,"NFIB high_NE","BARX2"
"1376","MA1472.1",5.33869894672024e-33,1.32476669560244,0.921,0.565,3.37939643327391e-30,"NE_7","BHLHA15(var.2)"
"1377","MA1472.1",7.95597930893549e-103,3.39156012190581,0.952,0.556,5.03613490255617e-100,"NFIB high_NE","BHLHA15(var.2)"
"1378","MA1472.1",6.96074820840577e-99,0.735529848180635,0.908,0.54,4.40615361592085e-96,"NE_5","BHLHA15(var.2)"
"1379","MA1472.1",2.8211361244362e-49,1.75213620955947,0.793,0.548,1.78577916676811e-46,"NE_4","BHLHA15(var.2)"
"1380","MA1473.1",9.4144153744133e-17,1.01177427945403,0.751,0.497,5.95932493200362e-14,"NE_7","CDX4"
"1381","MA1474.1",3.09384517644871e-05,1.84510406619358,0.738,0.482,0.0195840399669203,"Endothelial cells","CREB3L4"
"1382","MA1474.1",6.63135210203149e-10,0.578267370116749,0.725,0.479,4.19764588058593e-07,"AT2 cells","CREB3L4"
"1383","MA1474.1",0.000104828794862085,1.75716069969777,0.71,0.483,0.0663566271476996,"Stromal cells","CREB3L4"
"1384","MA1475.1",4.7845736519181e-13,4.2052310723493,0.968,0.457,3.02863512166416e-10,"Stromal cells","CREB3L4(var.2)"
"1385","MA1475.1",6.02508862166235e-16,0.876315996634879,0.6,0.451,3.81388109751227e-13,"NE_6","CREB3L4(var.2)"
"1386","MA1475.1",7.67103521902239e-20,3.95561968698096,0.952,0.457,4.85576529364117e-17,"Endothelial cells","CREB3L4(var.2)"
"1387","MA1475.1",7.36558282978837e-11,0.573233057636618,0.529,0.449,4.66241393125604e-08,"NE_2","CREB3L4(var.2)"
"1388","MA1476.1",4.4091368574063e-09,0.510257854428896,0.577,0.487,2.79098363073819e-06,"NE_6","DLX5"
"1389","MA1476.1",1.52072359521503e-42,1.51729621958671,0.79,0.48,9.62618035771112e-40,"NFIB high_NE","DLX5"
"1390","MA1478.1",1.75801080779957e-09,0.633275651802299,0.697,0.496,1.11282084133713e-06,"AT2 cells","DMRTA2"
"1391","MA1478.1",3.19830337325193e-05,0.614937094642166,0.738,0.498,0.0202452603526847,"Endothelial cells","DMRTA2"
"1392","MA1479.1",7.30084470687259e-05,0.507974435752403,0.605,0.497,0.0462143469945035,"NE_7","DMRTC2"
"1393","MA1481.1",7.73807877989693e-10,1.10194787185324,0.695,0.489,4.89820386767476e-07,"NE_7","DRGX"
"1394","MA1481.1",2.88198635949395e-24,1.17743283462699,0.672,0.483,1.82429736555967e-21,"NE_6","DRGX"
"1395","MA1481.1",2.48995332047718e-07,1.52364700744393,0.66,0.492,0.000157614045186206,"NE_8","DRGX"
"1396","MA1481.1",1.88060348926993e-63,1.43034153712497,0.833,0.479,1.19042200870786e-60,"NFIB high_NE","DRGX"
"1397","MA1483.1",1.25049121051282e-25,4.52457496109592,0.976,0.466,7.91560936254614e-23,"Endothelial cells","ELF2"
"1398","MA1484.1",3.64835527022263e-26,8.81969108785557,0.976,0.464,2.30940888605092e-23,"Endothelial cells","ETS2"
"1399","MA1484.1",7.04750850640679e-09,1.91603778178616,0.53,0.459,4.4610728845555e-06,"NE_4","ETS2"
"1400","MA1485.1",1.18740023359941e-24,1.13690690282824,0.847,0.571,7.51624347868424e-22,"NE_7","FERD3L"
"1401","MA1485.1",1.17097367086788e-106,0.568072523809867,0.82,0.528,7.4122633365937e-104,"NE_1","FERD3L"
"1402","MA1485.1",3.70415504532138e-80,1.11555428975577,0.861,0.549,2.34473014368843e-77,"NE_5","FERD3L"
"1403","MA1485.1",4.89928944194785e-07,1.001499003912,0.81,0.574,0.000310125021675299,"NE_8","FERD3L"
"1404","MA1485.1",1.15612949948506e-59,1.52516483120569,0.901,0.562,7.31829973174043e-57,"NFIB high_NE","FERD3L"
"1405","MA1487.1",2.93035983694096e-08,0.992994178186787,0.549,0.464,1.85491777678363e-05,"NE_3","FOXE1"
"1406","MA1487.1",8.1926502647291e-40,4.03219477637229,0.853,0.466,5.18594761757352e-37,"Club cells_3","FOXE1"
"1407","MA1487.1",2.69970716237914e-37,2.08728645669037,0.704,0.46,1.70891463378599e-34,"NE_6","FOXE1"
"1408","MA1489.1",1.31113615863248e-41,2.85583644855767,0.842,0.454,8.29949188414357e-39,"Club cells_3","FOXN3"
"1409","MA1489.1",9.44670228429327e-89,2.80377346162154,0.68,0.433,5.97976254595764e-86,"NE_3","FOXN3"
"1410","MA1489.1",1.60401232166374e-09,0.972421366436989,0.577,0.456,1.01533979961315e-06,"NE_6","FOXN3"
"1411","MA1493.1",0.00292080374734962,0.894485192636056,0.63,0.52,1,"NE_8","HES6"
"1412","MA1493.1",1.41842848320573e-11,0.644309523577392,0.636,0.514,8.97865229869229e-09,"NE_6","HES6"
"1413","MA1493.1",2.07374802836785e-27,0.776562802105064,0.731,0.512,1.31268250195685e-24,"NFIB high_NE","HES6"
"1414","MA1493.1",5.99595406638295e-35,0.625403693406824,0.702,0.504,3.79543892402041e-32,"NE_5","HES6"
"1415","MA1493.1",3.07095339066887e-16,0.759592044029687,0.814,0.515,1.9439134962934e-13,"NE_7","HES6"
"1416","MA1494.1",0,2.12961114082805,0.9,0.347,0,"Club cells_1","HNF4A(var.2)"
"1417","MA1494.1",5.51190531563359e-58,2.66817108909498,0.918,0.423,3.48903606479606e-55,"Club cells_3","HNF4A(var.2)"
"1418","MA1494.1",8.10820020838061e-14,0.512462184617395,0.793,0.43,5.13249073190493e-11,"Cilliated cells","HNF4A(var.2)"
"1419","MA1494.1",1.8996425570922e-109,2.01083366377158,0.881,0.41,1.20247373863936e-106,"Club cell_2","HNF4A(var.2)"
"1420","MA1494.1",5.69938585799479e-18,0.5144396808326,0.796,0.428,3.6077112481107e-15,"AT2 cells","HNF4A(var.2)"
"1421","MA1495.1",3.07692798890691e-05,0.914499053781479,0.66,0.486,0.0194769541697808,"NE_8","HOXA1"
"1422","MA1495.1",9.97266897918893e-24,0.910774372733794,0.68,0.476,6.31269946382659e-21,"NE_6","HOXA1"
"1423","MA1495.1",3.80202426745145e-55,1.64876343858202,0.836,0.473,2.40668136129677e-52,"NFIB high_NE","HOXA1"
"1424","MA1496.1",0.000257610783147444,0.502218990834248,0.69,0.511,0.163067625732332,"NE_8","HOXA4"
"1425","MA1496.1",5.95098263717784e-57,0.663438064830253,0.701,0.487,3.76697200933358e-54,"NE_3","HOXA4"
"1426","MA1496.1",1.35811555911202e-22,0.846741800131183,0.711,0.504,8.5968714891791e-20,"NFIB high_NE","HOXA4"
"1427","MA1497.1",6.56497583685423e-57,1.42563391698574,0.816,0.485,4.15562970472873e-54,"NFIB high_NE","HOXA6"
"1428","MA1497.1",4.41450709058073e-24,0.908230036272722,0.674,0.488,2.7943829883376e-21,"NE_6","HOXA6"
"1429","MA1497.1",2.50192897827243e-06,1.0020170848332,0.7,0.497,0.00158372104324645,"NE_8","HOXA6"
"1430","MA1497.1",6.48219085574477e-14,1.15058841512267,0.718,0.495,4.10322681168644e-11,"NE_7","HOXA6"
"1431","MA1498.1",3.44889670850513e-21,0.916177369102663,0.694,0.484,2.18315161648375e-18,"NFIB high_NE","HOXA7"
"1432","MA1499.1",3.27089854233811e-28,0.985310320821256,0.731,0.484,2.07047877730003e-25,"NFIB high_NE","HOXB4"
"1433","MA1500.1",1.3414477872724e-42,1.17948417520878,0.799,0.485,8.49136449343428e-40,"NFIB high_NE","HOXB6"
"1434","MA1500.1",2.7747270855668e-08,1.61731888723895,0.71,0.496,1.75640224516378e-05,"NE_8","HOXB6"
"1435","MA1500.1",2.98006168084576e-20,0.730871210699536,0.68,0.487,1.88637904397537e-17,"NE_6","HOXB6"
"1436","MA1500.1",1.49641777961937e-42,0.77172159936381,0.67,0.475,9.47232454499059e-40,"NE_3","HOXB6"
"1437","MA1500.1",6.98184350545264e-17,1.08744009299782,0.74,0.493,4.41950693895152e-14,"NE_7","HOXB6"
"1438","MA1501.1",1.09046410609614e-24,1.33389848265603,0.688,0.482,6.90263779158855e-22,"NE_6","HOXB7"
"1439","MA1501.1",4.830089714129e-76,1.74420663429304,0.853,0.478,3.05744678904366e-73,"NFIB high_NE","HOXB7"
"1440","MA1501.1",5.27379585287223e-13,1.08526373567631,0.706,0.489,3.33831277486812e-10,"NE_7","HOXB7"
"1441","MA1501.1",1.40553493898698e-06,1.04391566123815,0.67,0.492,0.000889703616378756,"NE_8","HOXB7"
"1442","MA1502.1",3.44889670850513e-21,0.916177369102663,0.694,0.484,2.18315161648375e-18,"NFIB high_NE","HOXB8"
"1443","MA1503.1",6.76328074354419e-06,0.554281204045485,0.588,0.483,0.00428115671066347,"NE_7","HOXB9"
"1444","MA1503.1",2.58753713076991e-07,2.01637062980908,0.839,0.483,0.000163791100377735,"Stromal cells","HOXB9"
"1445","MA1503.1",1.71695972453219e-05,0.655937619603391,0.857,0.483,0.0108683550562888,"Endothelial cells","HOXB9"
"1446","MA1504.1",1.68591132956033e-27,0.704402848435538,0.631,0.472,1.06718187161169e-24,"NE_3","HOXC4"
"1447","MA1504.1",1.94525430582714e-12,0.553443169397845,0.66,0.484,1.23134597558858e-09,"NFIB high_NE","HOXC4"
"1448","MA1504.1",0.00101223213468881,0.6671408523055,0.61,0.489,0.640742941258019,"NE_8","HOXC4"
"1449","MA1504.1",4.30743429557728e-13,0.650316637879938,0.718,0.486,2.72660590910042e-10,"NE_7","HOXC4"
"1450","MA1505.1",2.77288744582728e-27,0.868931588395289,0.739,0.488,1.75523775320867e-24,"NFIB high_NE","HOXC8"
"1451","MA1505.1",5.98988884821645e-13,0.704428079058065,0.74,0.493,3.79159964092101e-10,"NE_7","HOXC8"
"1452","MA1505.1",9.80765795940553e-17,0.76442206393614,0.648,0.489,6.2082474883037e-14,"NE_6","HOXC8"
"1453","MA1505.1",2.09987195790922e-05,0.724833659202745,0.68,0.496,0.0132921894935653,"NE_8","HOXC8"
"1454","MA1506.1",2.31728507542966e-07,2.07098766114497,0.839,0.484,0.000146684145274698,"Stromal cells","HOXD10"
"1455","MA1506.1",0.00244449692998274,0.992779403949335,0.595,0.485,1,"Endothelial cells","HOXD10"
"1456","MA1507.1",6.73069854032854e-13,0.60410324023463,0.622,0.494,4.26053217602797e-10,"NE_6","HOXD4"
"1457","MA1507.1",1.84515912301226e-44,1.45560681709502,0.796,0.489,1.16798572486676e-41,"NFIB high_NE","HOXD4"
"1458","MA1507.1",8.38291525094789e-13,0.545950067847091,0.723,0.497,5.30638535385001e-10,"NE_7","HOXD4"
"1459","MA1508.1",1.35808470639807e-27,10.9892768863726,1,0.454,8.59667619149978e-25,"Endothelial cells","IKZF1"
"1460","MA1509.1",0.00155058148454853,0.620360474561964,0.667,0.473,0.98151807971922,"Endothelial cells","IRF6"
"1461","MA1509.1",7.92695655194767e-36,0.975371182283919,0.72,0.461,5.01776349738287e-33,"Club cell_2","IRF6"
"1462","MA1509.1",6.05363115622978e-151,1.35943872303654,0.746,0.423,3.83194852189345e-148,"Club cells_1","IRF6"
"1463","MA1511.1",0.00103530521395495,0.604962742546538,0.553,0.487,0.655348200433481,"NE_6","KLF10"
"1464","MA1511.1",8.43382877692743e-11,0.526739063210624,0.804,0.487,5.33861361579506e-08,"Cilliated cells","KLF10"
"1465","MA1511.1",1.11859437836561e-113,1.19550075871271,0.725,0.447,7.08070241505432e-111,"Club cells_1","KLF10"
"1466","MA1511.1",5.18732414324523e-14,0.81854058071653,0.717,0.485,3.28357618267423e-11,"Club cells_3","KLF10"
"1467","MA1511.1",7.85404516793886e-35,1.13001825343297,0.727,0.478,4.9716105913053e-32,"Club cell_2","KLF10"
"1468","MA1512.1",1.98053518376948e-09,0.776121464053875,0.602,0.48,1.25367877132608e-06,"NE_6","KLF11"
"1469","MA1512.1",2.56881983794714e-06,0.547328282279774,0.533,0.481,0.00162606295742054,"NE_3","KLF11"
"1470","MA1512.1",6.93719095013981e-08,0.527705638620813,0.696,0.485,4.3912418714385e-05,"Cilliated cells","KLF11"
"1471","MA1513.1",2.6307986739831e-13,0.624582905941539,0.804,0.456,1.6652955606313e-10,"Cilliated cells","KLF15"
"1472","MA1513.1",1.9889724499121e-14,0.578107671957939,0.596,0.451,1.25901956079436e-11,"NE_6","KLF15"
"1473","MA1513.1",2.50556429652727e-20,2.94095830667949,0.952,0.457,1.58602219970176e-17,"Endothelial cells","KLF15"
"1474","MA1513.1",5.52585640986167e-17,0.661249635914781,0.746,0.455,3.49786710744244e-14,"AT2 cells","KLF15"
"1475","MA1513.1",9.24267013068663e-17,3.088087971907,1,0.458,5.85061019272464e-14,"Stromal cells","KLF15"
"1476","MA1515.1",3.77531212019564e-15,1.49696252345373,0.723,0.469,2.38977257208384e-12,"Club cells_3","KLF2"
"1477","MA1515.1",3.9075281307733e-38,1.1138731877538,0.725,0.461,2.4734653067795e-35,"Club cell_2","KLF2"
"1478","MA1515.1",2.37020931738485e-137,1.12913817184147,0.741,0.425,1.50034249790461e-134,"Club cells_1","KLF2"
"1479","MA1515.1",8.32463903381487e-12,1.20579816675936,0.905,0.473,5.26949650840482e-09,"Endothelial cells","KLF2"
"1480","MA1516.1",7.61130539078829e-13,0.653617213856862,0.793,0.474,4.81795631236899e-10,"Cilliated cells","KLF3"
"1481","MA1516.1",6.44069157894895e-07,0.868466922024349,0.553,0.473,0.000407695776947469,"NE_6","KLF3"
"1482","MA1516.1",1.63296332394511e-06,0.721860707471976,0.603,0.475,0.00103366578405725,"Club cells_3","KLF3"
"1483","MA1516.1",1.23111765998664e-83,0.989676011308033,0.683,0.439,7.79297478771546e-81,"Club cells_1","KLF3"
"1484","MA1516.1",2.12739774247543e-28,0.976731040612854,0.681,0.466,1.34664277098694e-25,"Club cell_2","KLF3"
"1485","MA1517.1",1.50465132878443e-10,0.658699090696827,0.804,0.492,9.52444291120543e-08,"Cilliated cells","KLF6"
"1486","MA1517.1",8.83862583749741e-07,0.872488606029787,0.586,0.489,0.000559485015513586,"NE_6","KLF6"
"1487","MA1517.1",5.75022480130434e-70,1.07559325160067,0.677,0.461,3.63989229922565e-67,"Club cells_1","KLF6"
"1488","MA1517.1",0.000299414469439109,0.747645719878668,0.161,0.496,0.189529359154956,"Stromal cells","KLF6"
"1489","MA1517.1",1.57505263213844e-09,0.942145047122873,0.679,0.491,9.97008316143631e-07,"Club cells_3","KLF6"
"1490","MA1517.1",2.13365612583154e-24,0.869232603118116,0.672,0.485,1.35060432765137e-21,"Club cell_2","KLF6"
"1491","MA1518.1",7.0377832490332e-33,1.23483756593475,0.765,0.483,4.45491679663802e-30,"NFIB high_NE","LHX1"
"1492","MA1519.1",5.10566354217356e-23,1.15914945462273,0.69,0.497,3.23188502219587e-20,"NE_6","LHX5"
"1493","MA1519.1",2.17123411018667e-07,2.10204625632328,0.76,0.505,0.000137439119174816,"NE_8","LHX5"
"1494","MA1519.1",1.11323869799474e-15,0.733505646024863,0.757,0.503,7.04680095830671e-13,"NE_7","LHX5"
"1495","MA1519.1",2.53179502822893e-58,2.22529401835367,0.841,0.494,1.60262625286891e-55,"NFIB high_NE","LHX5"
"1496","MA1520.1",2.10033468117866e-101,1.12575434357779,0.748,0.454,1.32951185318609e-98,"NE_2","MAF"
"1497","MA1520.1",1.40807831731594e-100,1.31167208725165,0.751,0.455,8.91313574860991e-98,"NE_3","MAF"
"1498","MA1521.1",5.27162664464421e-128,1.53325252604917,0.778,0.441,3.33693966605979e-125,"NE_2","MAFA"
"1499","MA1521.1",8.70699354570762e-97,1.30582634151367,0.73,0.45,5.51152691443292e-94,"NE_3","MAFA"
"1500","MA1522.1",2.09854631117795e-06,1.70288531133004,0.839,0.494,0.00132837981497564,"Stromal cells","MAZ"
"1501","MA1522.1",7.41074763344382e-11,1.26159569773686,0.833,0.494,4.69100325196994e-08,"Endothelial cells","MAZ"
"1502","MA1523.1",6.59471250805312e-26,1.52763365584489,0.831,0.493,4.17445301759762e-23,"AT2 cells","MSANTD3"
"1503","MA1524.1",5.67702159801497e-19,0.85505482953647,0.774,0.488,3.59355467154347e-16,"NE_7","MSGN1"
"1504","MA1524.1",9.65610200795984e-83,2.25856436717623,0.856,0.478,6.11231257103858e-80,"NFIB high_NE","MSGN1"
"1505","MA1525.1",1.20529793021828e-14,0.593122736384198,0.582,0.475,7.62953589828172e-12,"NE_2","NFATC4"
"1506","MA1525.1",7.2794779505208e-23,1.50456247894216,0.592,0.474,4.60790954267966e-20,"NE_3","NFATC4"
"1507","MA1525.1",3.00534727247059e-07,0.9982678685322,0.839,0.487,0.000190238482347388,"Stromal cells","NFATC4"
"1508","MA1527.1",9.33934757973775e-149,2.65283868643722,0.938,0.409,5.91180701797399e-146,"NFIB high_NE","NFIC(var.2)"
"1509","MA1527.1",1.09216345489064e-16,5.77670705496684,0.594,0.421,6.91339466945778e-14,"NE_6","NFIC(var.2)"
"1510","MA1528.1",1.91335188327687e-13,7.77989010139965,0.565,0.415,1.21115174211426e-10,"NE_6","NFIX(var.2)"
"1511","MA1529.1",7.89169099414738e-168,0.502720964139976,0.888,0.5,4.99544039929529e-165,"NE_1","NHLH2"
"1512","MA1529.1",1.58969375986587e-106,1.42126825595611,0.903,0.533,1.0062761499951e-103,"NE_5","NHLH2"
"1513","MA1529.1",8.15624221364646e-30,2.14549518789199,0.881,0.558,5.16290132123821e-27,"NE_7","NHLH2"
"1514","MA1529.1",8.49054563849257e-45,0.709118897853903,0.769,0.543,5.3745153891658e-42,"NE_4","NHLH2"
"1515","MA1529.1",5.09635476257367e-43,1.72175780767432,0.87,0.552,3.22599256470913e-40,"NFIB high_NE","NHLH2"
"1516","MA1530.1",9.08377956539513e-46,0.679042935109304,0.667,0.474,5.75003246489512e-43,"NE_3","NKX6-3"
"1517","MA1530.1",1.88911066174687e-40,1.04840025702435,0.785,0.485,1.19580704888577e-37,"NFIB high_NE","NKX6-3"
"1518","MA1530.1",2.48955034833871e-20,0.908358122175714,0.791,0.491,1.5758853704984e-17,"NE_7","NKX6-3"
"1519","MA1530.1",6.50169139891936e-05,0.549399637519938,0.65,0.495,0.0411557065551595,"NE_8","NKX6-3"
"1520","MA1531.1",9.08253811539622e-13,0.54176385295467,0.626,0.491,5.74924662704581e-10,"Club cell_2","NR1D1"
"1521","MA1532.1",0.00469608610064482,0.732455566791152,0.62,0.496,1,"Cilliated cells","NR1D2"
"1522","MA1533.1",9.59974671575164e-28,1.38716849554842,0.793,0.462,6.07663967107079e-25,"Club cells_3","NR1I2"
"1523","MA1533.1",8.20271397902599e-239,1.72046586855564,0.813,0.405,5.19231794872345e-236,"Club cells_1","NR1I2"
"1524","MA1533.1",1.66390964194576e-65,1.50567150023493,0.796,0.451,1.05325480335167e-62,"Club cell_2","NR1I2"
"1525","MA1533.1",4.03922582028632e-11,0.511339236552674,0.711,0.465,2.55682994424124e-08,"AT2 cells","NR1I2"
"1526","MA1533.1",3.02258613039715e-08,0.500535378464768,0.728,0.466,1.9132970205414e-05,"Cilliated cells","NR1I2"
"1527","MA1534.1",1.32934145852175e-107,2.01936814823572,0.885,0.422,8.41473143244268e-105,"Club cell_2","NR1I3"
"1528","MA1534.1",0,2.00099388220764,0.88,0.365,0,"Club cells_1","NR1I3"
"1529","MA1534.1",3.87324721167716e-16,0.664623227931037,0.761,0.441,2.45176548499164e-13,"AT2 cells","NR1I3"
"1530","MA1534.1",1.65026377330857e-44,1.76491355872462,0.875,0.437,1.04461696850432e-41,"Club cells_3","NR1I3"
"1531","MA1535.1",3.77007002641075e-09,1.14443166666554,0.905,0.473,2.386454326718e-06,"Endothelial cells","NR2C1"
"1532","MA1535.1",0.00853258951843578,1.85896347613621,0.645,0.475,1,"Stromal cells","NR2C1"
"1533","MA1535.1",5.2922358373953e-51,2.43778169368209,0.891,0.466,3.34998528507122e-48,"Club cells_3","NR2C1"
"1534","MA1535.1",1.03599882337346e-135,1.40723710458366,0.735,0.427,6.55787255195403e-133,"Club cells_1","NR2C1"
"1535","MA1536.1",7.06495756066376e-207,1.62301434151463,0.792,0.409,4.47211813590016e-204,"Club cells_1","NR2C2(var.2)"
"1536","MA1536.1",7.14376327135639e-42,1.22680428330049,0.745,0.455,4.5220021507686e-39,"Club cell_2","NR2C2(var.2)"
"1537","MA1536.1",1.12859993750091e-50,2.34462633255071,0.886,0.46,7.14403760438073e-48,"Club cells_3","NR2C2(var.2)"
"1538","MA1536.1",2.03208632131664e-06,0.655238617062571,0.786,0.468,0.00128631064139343,"Endothelial cells","NR2C2(var.2)"
"1539","MA1537.1",8.27313357148014e-116,2.08917513261835,0.888,0.401,5.23689355074693e-113,"Club cell_2","NR2F1(var.2)"
"1540","MA1537.1",5.9455965054003e-64,3.85728817461621,0.935,0.415,3.76356258791839e-61,"Club cells_3","NR2F1(var.2)"
"1541","MA1537.1",0,1.7956943749627,0.914,0.335,0,"Club cells_1","NR2F1(var.2)"
"1542","MA1538.1",1.99801110990201e-30,0.537017454727795,0.614,0.473,1.26474103256797e-27,"Club cells_1","NR2F1(var.3)"
"1543","MA1539.1",1.01912336740494e-11,0.714683645484703,0.674,0.488,6.45105091567329e-09,"Club cells_3","NR2F6(var.3)"
"1544","MA1539.1",1.82162958342643e-21,0.815424479114158,0.649,0.483,1.15309152630893e-18,"Club cell_2","NR2F6(var.3)"
"1545","MA1539.1",3.16256474776135e-67,0.795078579566646,0.679,0.457,2.00190348533293e-64,"Club cells_1","NR2F6(var.3)"
"1546","MA1540.1",1.30648877115323e-42,1.7338479024706,0.859,0.463,8.27007392139993e-40,"Club cells_3","NR5A1"
"1547","MA1540.1",2.62667685458293e-239,1.59509742100028,0.814,0.408,1.66268644895099e-236,"Club cells_1","NR5A1"
"1548","MA1540.1",5.08091401737125e-60,1.35076081472295,0.78,0.455,3.216218572996e-57,"Club cell_2","NR5A1"
"1549","MA1541.1",8.10031126341734e-32,1.10553598812169,0.852,0.425,5.12749702974318e-29,"AT2 cells","NR6A1"
"1550","MA1541.1",2.39617141232245e-120,2.29483672953534,0.915,0.406,1.51677650400011e-117,"Club cell_2","NR6A1"
"1551","MA1541.1",1.93081749826048e-51,1.55523993478606,0.902,0.422,1.22220747639888e-48,"Club cells_3","NR6A1"
"1552","MA1541.1",0,2.38016739864065,0.93,0.34,0,"Club cells_1","NR6A1"
"1553","MA1544.1",6.49332022220614e-24,0.775277223698669,0.703,0.486,4.11027170065648e-21,"NFIB high_NE","OVOL1"
"1554","MA1544.1",9.22155963231587e-14,3.55367993235608,0.905,0.493,5.83724724725594e-11,"Endothelial cells","OVOL1"
"1555","MA1544.1",2.47178911546882e-10,1.86014940234632,0.903,0.493,1.56464251009177e-07,"Stromal cells","OVOL1"
"1556","MA1545.1",1.00234852298666e-11,2.35493149265846,0.935,0.489,6.34486615050558e-09,"Stromal cells","OVOL2"
"1557","MA1545.1",1.17216286481258e-17,3.59954486804501,0.952,0.488,7.41979093426364e-15,"Endothelial cells","OVOL2"
"1558","MA1546.1",0.00454371005963673,0.566175137845421,0.571,0.494,1,"NE_7","PAX3(var.2)"
"1559","MA1547.1",7.44704093555161e-13,0.553291893223559,0.617,0.48,4.71397691220417e-10,"Club cell_2","PITX2"
"1560","MA1547.1",1.08391092776754e-18,1.3180735596893,0.739,0.481,6.86115617276852e-16,"Club cells_3","PITX2"
"1561","MA1547.1",5.0042681488075e-12,1.03272650927366,0.69,0.484,3.16770173819515e-09,"AT2 cells","PITX2"
"1562","MA1548.1",6.21023838023647e-169,1.50008369143031,0.765,0.433,3.93108089468968e-166,"Club cells_1","PLAGL2"
"1563","MA1548.1",1.20858705086543e-51,1.00272153474539,0.794,0.468,7.65035603197818e-49,"Club cell_2","PLAGL2"
"1564","MA1549.1",3.48391384470154e-52,0.64352454858255,0.685,0.478,2.20531746369608e-49,"NE_3","POU6F1(var.2)"
"1565","MA1549.1",3.4380345837044e-11,0.642429431268941,0.628,0.495,2.17627589148488e-08,"NE_6","POU6F1(var.2)"
"1566","MA1549.1",1.3221844296992e-05,0.70646331728239,0.7,0.5,0.00836942743999592,"NE_8","POU6F1(var.2)"
"1567","MA1549.1",1.08974355168424e-14,0.778976941892786,0.763,0.497,6.89807668216123e-12,"NE_7","POU6F1(var.2)"
"1568","MA1549.1",1.11719083822744e-41,1.37793860935487,0.771,0.491,7.07181800597969e-39,"NFIB high_NE","POU6F1(var.2)"
"1569","MA1550.1",0,2.14521276509051,0.914,0.329,0,"Club cells_1","PPARD"
"1570","MA1550.1",1.51898611024157e-125,2.49534271575776,0.92,0.394,9.61518207782916e-123,"Club cell_2","PPARD"
"1571","MA1550.1",1.11946589161696e-64,2.75517672973263,0.946,0.409,7.08621909393534e-62,"Club cells_3","PPARD"
"1572","MA1552.1",2.47672867178442e-24,1.14290145569913,0.788,0.486,1.56776924923954e-21,"Club cells_3","RARB(var.3)"
