"","motif","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","motif.name"
"255","MA0154.4",3.74297273630311e-130,1.28832829558111,0.743,0.444,2.36930174207987e-127,"Club cells_1","EBF1"
"256","MA0154.4",1.0082271359649e-24,0.691063576239549,0.69,0.48,6.38207777065779e-22,"Club cell_2","EBF1"
"257","MA0156.2",6.95309707329523e-09,2.96283363217733,0.534,0.458,4.40131044739588e-06,"NE_4","FEV"
"258","MA0156.2",7.89146618360551e-27,7.71485086921225,1,0.463,4.99529809422229e-24,"Endothelial cells","FEV"
"259","MA0156.2",1.16768485051752e-16,0.709855944965764,0.968,0.464,7.39144510377593e-14,"Stromal cells","FEV"
"260","MA0157.2",4.78373674590309e-103,2.33358551329245,0.713,0.423,3.02810536015666e-100,"NE_3","FOXO3"
"261","MA0157.2",3.44347043293677e-39,3.28984294131843,0.832,0.449,2.17971678404898e-36,"Club cells_3","FOXO3"
"262","MA0157.2",4.38000006709702e-16,2.40686879005164,0.602,0.449,2.77254004247241e-13,"NE_6","FOXO3"
"263","MA0158.2",9.97266897918893e-24,0.910774372733794,0.68,0.476,6.31269946382659e-21,"NE_6","HOXA5"
"264","MA0158.2",3.80202426745145e-55,1.64876343858202,0.836,0.473,2.40668136129677e-52,"NFIB high_NE","HOXA5"
"265","MA0158.2",3.07692798890691e-05,0.914499053781479,0.66,0.486,0.0194769541697808,"NE_8","HOXA5"
"266","MA0159.1",4.9748525431728e-253,1.8113035045876,0.827,0.413,3.14908165982838e-250,"Club cells_1","RARA::RXRA"
"267","MA0159.1",1.80143596061559e-10,0.648818360297998,0.837,0.474,1.14030896306967e-07,"Cilliated cells","RARA::RXRA"
"268","MA0159.1",5.76738725876001e-74,1.4362946819505,0.853,0.458,3.65075613479509e-71,"Club cell_2","RARA::RXRA"
"269","MA0159.1",1.28218313087739e-41,1.62298413037646,0.88,0.469,8.1162192184539e-39,"Club cells_3","RARA::RXRA"
"270","MA0160.1",2.1198649359857e-17,1.20744793945981,0.775,0.446,1.34187450447895e-14,"AT2 cells","NR4A2"
"271","MA0160.1",0,2.19649680010452,0.865,0.375,0,"Club cells_1","NR4A2"
"272","MA0160.1",1.52842107868253e-93,1.7734726699994,0.869,0.429,9.67490542806041e-91,"Club cell_2","NR4A2"
"273","MA0160.1",1.2233868682886e-62,2.22886232986377,0.918,0.442,7.74403887626681e-60,"Club cells_3","NR4A2"
"274","MA0161.2",1.99312541891213e-61,3.49016237879515,0.096,0.419,1.26164839017138e-58,"NE_5","NFIC"
"275","MA0161.2",6.4709590817386e-98,0.528763911348399,0.918,0.368,4.09611709874053e-95,"NFIB high_NE","NFIC"
"276","MA0162.4",1.43140829027809e-152,1.70436870779765,0.778,0.419,9.06081447746033e-150,"NE_3","EGR1"
"277","MA0162.4",7.78964330537262e-43,0.72333863371371,0.636,0.437,4.93084421230087e-40,"NE_2","EGR1"
"278","MA0162.4",5.15420920156708e-08,1.45326068752135,0.67,0.46,3.26261442459196e-05,"NE_8","EGR1"
"279","MA0163.1",1.84821813874691e-44,0.521394813313161,0.648,0.465,1.1699220818268e-41,"Club cells_1","PLAG1"
"280","MA0258.2",3.27041721643021e-37,1.59746135914369,0.837,0.475,2.07017409800032e-34,"Club cells_3","ESR2"
"281","MA0258.2",2.99280749147528e-143,1.26906877821881,0.744,0.435,1.89444714210385e-140,"Club cells_1","ESR2"
"282","MA0258.2",5.71765685531129e-39,0.926364445813916,0.752,0.468,3.61927678941204e-36,"Club cell_2","ESR2"
"283","MA0259.1",4.54288515352373e-07,1.39591230208465,0.786,0.489,0.000287564630218052,"Endothelial cells","ARNT::HIF1A"
"284","MA0259.1",5.56673164392597e-12,1.09651253666795,0.718,0.487,3.52374113060514e-09,"AT2 cells","ARNT::HIF1A"
"285","MA0442.2",7.11694813232738e-47,1.46044745451862,0.793,0.484,4.50502816776323e-44,"NFIB high_NE","SOX10"
"286","MA0442.2",6.51754572263e-15,2.03489569446086,0.881,0.494,4.12560644242479e-12,"Endothelial cells","SOX10"
"287","MA0442.2",6.11521979427102e-26,0.672513573294291,0.619,0.48,3.87093412977355e-23,"NE_3","SOX10"
"288","MA0462.2",6.91748727373144e-283,11.3558758286048,0.885,0.317,4.378769444272e-280,"NE_2","BATF::JUN"
"289","MA0463.2",2.03307523887295e-116,1.18187779875883,0.714,0.433,1.28693662620658e-113,"Club cells_1","BCL6"
"290","MA0463.2",3.2960090809787e-27,0.604745072563276,0.683,0.466,2.08637374825952e-24,"Club cell_2","BCL6"
"291","MA0463.2",3.71831931719407e-14,0.811876077712267,0.717,0.471,2.35369612778384e-11,"Club cells_3","BCL6"
"292","MA0463.2",1.44597842316668e-13,2.35770081254271,0.881,0.475,9.15304341864508e-11,"Endothelial cells","BCL6"
"293","MA0464.2",1.93450550379682e-13,1.3967915770823,0.711,0.478,1.22454198390339e-10,"AT2 cells","BHLHE40"
"294","MA0464.2",3.58106095473074e-05,0.511527756979472,0.738,0.481,0.0226681158434456,"Endothelial cells","BHLHE40"
"295","MA0464.2",7.68571014108302e-10,1.0981095985146,0.728,0.479,4.86505451930555e-07,"Cilliated cells","BHLHE40"
"296","MA0464.2",0.00176853139075816,0.545522472421008,0.58,0.481,1,"NE_8","BHLHE40"
"297","MA0464.2",1.87906309416388e-15,1.44757830505829,0.614,0.474,1.18944693860574e-12,"NE_6","BHLHE40"
"298","MA0465.2",3.16411319256881e-36,0.866493643065436,0.771,0.486,2.00288365089606e-33,"NFIB high_NE","CDX2"
"299","MA0465.2",1.03501554029299e-11,0.694915141721902,0.706,0.493,6.55164837005463e-09,"NE_7","CDX2"
"300","MA0466.2",2.96364714954338e-57,2.26474829240879,0.935,0.363,1.87598864566096e-54,"Club cells_3","CEBPB"
"301","MA0466.2",0,1.26918799478972,0.912,0.276,0,"Club cells_1","CEBPB"
"302","MA0466.2",6.9214105476227e-08,6.91651501220546,0.806,0.374,4.38125287664517e-05,"Stromal cells","CEBPB"
"303","MA0466.2",0.00157806904514322,0.640719905098315,0.548,0.375,0.998917705575655,"Endothelial cells","CEBPB"
"304","MA0466.2",2.25378579829781e-57,2.13029134497394,0.958,0.366,1.42664641032251e-54,"AT2 cells","CEBPB"
"305","MA0466.2",1.2428509133919e-150,1.1661339267826,0.961,0.344,7.86724628177071e-148,"Club cell_2","CEBPB"
"306","MA0468.1",3.41468231635417e-25,0.850108256585784,0.731,0.491,2.16149390625219e-22,"NFIB high_NE","DUX4"
"307","MA0469.3",4.72644200654395e-24,1.10974803004274,0.694,0.48,2.99183779014232e-21,"NFIB high_NE","E2F3"
"308","MA0469.3",1.44041740426829e-05,1.02780662099569,0.806,0.488,0.00911784216901828,"Stromal cells","E2F3"
"309","MA0469.3",0.0052577846486317,0.585659197835848,0.69,0.488,1,"Endothelial cells","E2F3"
"310","MA0470.2",3.35279896779495e-20,0.857935258796359,0.683,0.477,2.1223217466142e-17,"NFIB high_NE","E2F4"
"311","MA0470.2",5.26035348289228e-13,2.51106887190596,0.905,0.483,3.32980375467081e-10,"Endothelial cells","E2F4"
"312","MA0470.2",4.02058327882863e-13,1.86001997172892,0.903,0.484,2.54502921549853e-10,"Stromal cells","E2F4"
"313","MA0471.2",4.0018483466375e-16,2.03082441018153,0.952,0.485,2.53317000342154e-13,"Endothelial cells","E2F6"
"314","MA0471.2",4.73916385130775e-09,1.79987513025089,0.839,0.486,2.99989071787781e-06,"Stromal cells","E2F6"
"315","MA0472.2",2.44966225542007e-200,2.92960462721178,0.841,0.427,1.5506362076809e-197,"NE_3","EGR2"
"316","MA0472.2",1.96635490329051e-08,1.95448026265314,0.73,0.474,1.24470265378289e-05,"NE_8","EGR2"
"317","MA0473.3",9.13288626771867e-27,8.59914406582412,1,0.457,5.78111700746592e-24,"Endothelial cells","ELF1"
"318","MA0474.2",9.45216816088936e-28,11.2974002637908,1,0.456,5.98322244584297e-25,"Endothelial cells","ERG"
"319","MA0475.2",2.74303597282625e-27,10.717876615702,1,0.459,1.73634177079902e-24,"Endothelial cells","FLI1"
"320","MA0476.1",7.36031645174696e-287,21.1896841822087,0.892,0.314,4.65908031395583e-284,"NE_2","FOS"
"321","MA0477.2",2.0681549259689e-282,16.2947145657197,0.887,0.318,1.30914206813831e-279,"NE_2","FOSL1"
"322","MA0478.1",1.784266300658e-286,19.3750334101182,0.894,0.319,1.12944056831651e-283,"NE_2","FOSL2"
"323","MA0479.1",1.57614944757492e-09,0.566046785035683,0.701,0.506,9.97702600314927e-07,"NE_7","FOXH1"
"324","MA0479.1",1.53964490710251e-39,0.591445763557931,0.671,0.488,9.74595226195891e-37,"NE_3","FOXH1"
"325","MA0479.1",2.30067380554414e-33,0.939925339577627,0.762,0.499,1.45632651890944e-30,"NFIB high_NE","FOXH1"
"326","MA0481.3",8.70253800722199e-41,0.713811280206128,0.842,0.462,5.50870655857152e-38,"Club cells_3","FOXP1"
"327","MA0481.3",1.29012313470415e-76,2.12899042871208,0.687,0.441,8.16647944267725e-74,"NE_3","FOXP1"
"328","MA0481.3",5.90861065792129e-30,3.85425667714405,0.682,0.457,3.74015054646417e-27,"NE_6","FOXP1"
"329","MA0482.2",2.16514734929904e-167,1.87511559302162,0.74,0.396,1.37053827210629e-164,"Club cells_1","GATA4"
"330","MA0482.2",2.45891706699765e-06,1.09481933339221,0.366,0.455,0.00155649450340951,"NE_6","GATA4"
"331","MA0482.2",1.62263028198729e-36,2.05479484838528,0.815,0.442,1.02712496849796e-33,"Club cells_3","GATA4"
"332","MA0482.2",1.99130461411344e-26,1.25964937599698,0.656,0.439,1.26049582073381e-23,"Club cell_2","GATA4"
"333","MA0482.2",1.83710717430522e-17,4.52775093319349,0.881,0.448,1.1628888413352e-14,"Endothelial cells","GATA4"
"334","MA0484.2",0,2.03093373214224,0.883,0.387,0,"Club cells_1","HNF4G"
"335","MA0484.2",3.62165182202486e-34,1.31481001576573,0.853,0.456,2.29250560334174e-31,"Club cells_3","HNF4G"
"336","MA0484.2",1.41013403450888e-96,1.53256809606836,0.881,0.442,8.92614843844124e-94,"Club cell_2","HNF4G"
"337","MA0485.2",5.86389758133949e-09,1.69607649872567,0.871,0.482,3.71184716898789e-06,"Stromal cells","HOXC9"
"338","MA0485.2",2.13870878067459e-07,0.959784368627857,0.881,0.482,0.000135380265816702,"Endothelial cells","HOXC9"
"339","MA0486.2",5.43054799653183e-18,4.83764631166453,0.905,0.438,3.43753688180465e-15,"Endothelial cells","HSF1"
"340","MA0486.2",0,1.52237895140169,0.877,0.359,0,"Club cells_1","HSF1"
"341","MA0486.2",2.20964946879144e-79,0.896751852215425,0.862,0.418,1.39870811374498e-76,"Club cell_2","HSF1"
"342","MA0486.2",6.96506852051527e-64,2.93818637544199,0.946,0.429,4.40888837348617e-61,"Club cells_3","HSF1"
"343","MA0486.2",1.9065207770341e-18,4.04723959819813,1,0.438,1.20682765186258e-15,"Stromal cells","HSF1"
"344","MA0488.1",1.92854996131664e-129,3.14393016154063,0.756,0.427,1.22077212551343e-126,"NE_2","JUN"
"345","MA0488.1",1.67808877537092e-07,2.02906703813193,0.528,0.462,0.000106223019480979,"NE_4","JUN"
"346","MA0488.1",2.2454718712541e-07,2.01425294642643,0.871,0.467,0.000142138369450385,"Stromal cells","JUN"
"347","MA0489.1",6.93464876628572e-286,25.1984402320406,0.887,0.317,4.38963266905886e-283,"NE_2","JUN(var.2)"
"348","MA0490.2",4.91757510664393e-286,24.6998659546991,0.885,0.312,3.11282504250561e-283,"NE_2","JUNB"
"349","MA0491.2",5.52177548008762e-284,25.4815206793013,0.883,0.312,3.49528387889546e-281,"NE_2","JUND"
"350","MA0492.1",2.41119545165782e-124,5.45568648604196,0.739,0.425,1.5262867208994e-121,"NE_2","JUND(var.2)"
"351","MA0492.1",2.19836854857341e-08,3.72490929467313,0.935,0.463,1.39156729124697e-05,"Stromal cells","JUND(var.2)"
"352","MA0495.3",4.96307725006574e-70,0.950446240634234,0.701,0.463,3.14162789929161e-67,"NE_3","MAFF"
"353","MA0495.3",1.36062397962374e-06,2.19993342270835,0.806,0.49,0.000861274979101827,"Stromal cells","MAFF"
"354","MA0496.3",4.15288955493619e-264,9.84804792473342,0.854,0.33,2.62877908827461e-261,"NE_2","MAFK"
"355","MA0497.1",5.84037110020256e-20,9.21376457827389,1,0.478,3.69695490642822e-17,"Stromal cells","MEF2C"
"356","MA0497.1",2.56472969383689e-24,5.194820422164,0.976,0.477,1.62347389619875e-21,"Endothelial cells","MEF2C"
"357","MA0498.2",1.49396248728356e-08,1.25798696192469,0.74,0.524,9.4567825445049e-06,"NE_8","MEIS1"
"358","MA0498.2",6.48968139549875e-144,1.98923112853877,0.815,0.487,4.10796832335071e-141,"NE_3","MEIS1"
"359","MA0499.2",2.00556979244132e-09,2.37118642965963,0.84,0.595,1.26952567861536e-06,"NE_8","MYOD1"
"360","MA0499.2",2.47275547451444e-44,2.05065639367933,0.8,0.576,1.56525421536764e-41,"NE_4","MYOD1"
"361","MA0499.2",1.42225459956821e-41,2.91493449118995,0.949,0.591,9.00287161526675e-39,"NE_7","MYOD1"
"362","MA0499.2",7.92540675570199e-118,0.941437416263361,0.937,0.566,5.01678247635936e-115,"NE_5","MYOD1"
"363","MA0500.2",1.07060582992898e-112,0.962740615949257,0.928,0.54,6.77693490345042e-110,"NE_5","MYOG"
"364","MA0500.2",1.10975172936473e-91,3.49220795888783,0.952,0.558,7.02472844687874e-89,"NFIB high_NE","MYOG"
"365","MA0500.2",8.59525197357501e-29,1.39601507356983,0.927,0.567,5.44079449927298e-26,"NE_7","MYOG"
"366","MA0501.1",2.94621581711051e-268,6.04750706609501,0.858,0.327,1.86495461223095e-265,"NE_2","MAF::NFE2"
"367","MA0502.2",5.39430460222249e-32,0.98226378400479,0.71,0.493,3.41459481320683e-29,"NE_6","NFYB"
"368","MA0502.2",3.79546929321139e-96,2.19990604627009,0.912,0.488,2.40253206260281e-93,"NFIB high_NE","NFYB"
"369","MA0504.1",5.18409630877474e-46,1.91100417618914,0.891,0.45,3.28153296345441e-43,"Club cells_3","NR2C2"
"370","MA0504.1",3.35068451813309e-270,1.70663239573138,0.838,0.389,2.12098329997825e-267,"Club cells_1","NR2C2"
"371","MA0504.1",2.32824653277075e-13,0.61952448905348,0.815,0.455,1.47378005524388e-10,"Cilliated cells","NR2C2"
"372","MA0504.1",5.28613034207539e-87,1.80070645195138,0.833,0.439,3.34612050653372e-84,"Club cell_2","NR2C2"
"373","MA0504.1",3.72935510153010e-11,1.05064048067358,0.69,0.455,2.36068177926856e-08,"AT2 cells","NR2C2"
"374","MA0506.1",5.64809832080337e-19,3.85024863890663,0.952,0.47,3.57524623706853e-16,"Endothelial cells","NRF1"
"375","MA0506.1",3.82718991294726e-08,0.502310376408627,0.739,0.469,2.42261121489561e-05,"Cilliated cells","NRF1"
"376","MA0506.1",1.20768831604548e-18,0.598371842958273,0.575,0.461,7.64466704056788e-16,"NE_4","NRF1"
"377","MA0506.1",3.58636782308618e-32,0.612975604536471,0.739,0.46,2.27017083201355e-29,"NFIB high_NE","NRF1"
"378","MA0506.1",1.67342733766417e-14,2.90803299482798,0.968,0.47,1.05927950474142e-11,"Stromal cells","NRF1"
"379","MA0507.1",3.37266617897956e-41,0.754150181667137,0.785,0.496,2.13489769129406e-38,"NFIB high_NE","POU2F2"
"380","MA0507.1",2.42579737275072e-18,1.28055503321844,0.617,0.496,1.53552973695121e-15,"NE_4","POU2F2"
"381","MA0507.1",7.52252303384685e-12,0.550898898418765,0.701,0.504,4.76175708042506e-09,"NE_7","POU2F2"
"382","MA0507.1",7.56249137892527e-38,0.566973145366895,0.699,0.49,4.7870570428597e-35,"NE_5","POU2F2"
"383","MA0508.3",6.35280305453651e-19,0.641433820945584,0.658,0.473,4.02132433352161e-16,"Club cell_2","PRDM1"
"384","MA0508.3",5.90253134833725e-80,0.852996846891643,0.681,0.446,3.73630234349748e-77,"Club cells_1","PRDM1"
"385","MA0508.3",1.29061161078491e-06,0.926208200850189,0.806,0.481,0.000816957149626848,"Stromal cells","PRDM1"
"386","MA0509.2",4.88466076942874e-90,2.50357079277441,0.909,0.493,3.09199026704839e-87,"NFIB high_NE","RFX1"
"387","MA0509.2",3.97617353434951e-34,2.44111541441232,0.718,0.498,2.51691784724324e-31,"NE_6","RFX1"
"388","MA0509.2",1.35792867569119e-18,0.838315780609882,0.935,0.506,8.59568851712523e-16,"Cilliated cells","RFX1"
"389","MA0510.2",1.87308190521134e-45,1.73879392327316,0.753,0.476,1.18566084599878e-42,"NE_6","RFX5"
"390","MA0510.2",1.20341310639255e-118,4.3982828719267,0.926,0.473,7.61760496346482e-116,"NFIB high_NE","RFX5"
"391","MA0511.2",0,5.46244937276717,0.949,0.26,0,"Club cells_1","RUNX2"
"392","MA0513.1",9.62344823586158e-49,1.23213877756084,0.864,0.539,6.09164273330038e-46,"NFIB high_NE","SMAD2::SMAD3::SMAD4"
"393","MA0513.1",0.000536981655940562,0.845913096829663,0.64,0.552,0.339909388210376,"NE_8","SMAD2::SMAD3::SMAD4"
"394","MA0513.1",4.52512177310489e-56,0.558886189443152,0.739,0.526,2.86440208237539e-53,"NE_2","SMAD2::SMAD3::SMAD4"
"395","MA0513.1",8.91589995314557e-76,0.784646208578461,0.781,0.522,5.64376467034115e-73,"NE_3","SMAD2::SMAD3::SMAD4"
"396","MA0513.1",1.10990797226516e-08,0.723307473136183,0.785,0.548,7.02571746443844e-06,"NE_7","SMAD2::SMAD3::SMAD4"
"397","MA0516.2",1.57187723213365e-17,0.707976351916091,0.63,0.469,9.94998287940601e-15,"NE_6","SP2"
"398","MA0516.2",8.12528097769639e-08,2.22353862108048,0.806,0.477,5.14330285888181e-05,"Stromal cells","SP2"
"399","MA0516.2",8.43685477243258e-08,0.96696826141209,0.786,0.477,5.34052907094982e-05,"Endothelial cells","SP2"
"400","MA0517.1",2.52379964032571e-06,9.98991761681064,0.36,0.433,0.00159756517232618,"NE_4","STAT1::STAT2"
"401","MA0522.3",1.41209617373623e-126,2.41554225674314,0.93,0.539,8.93856877975031e-124,"NE_5","TCF3"
"402","MA0522.3",3.95561760053352e-09,1.17578407870647,0.81,0.571,2.50390594113772e-06,"NE_8","TCF3"
"403","MA0522.3",2.41626165518777e-46,2.71466327734247,0.949,0.565,1.52949362773386e-43,"NE_7","TCF3"
"404","MA0522.3",1.02251355349298e-46,0.605267389336172,0.791,0.549,6.47251079361058e-44,"NE_4","TCF3"
"405","MA0522.3",1.35804699138416e-17,0.517776933547813,0.771,0.565,8.59643745546173e-15,"NFIB high_NE","TCF3"
"406","MA0523.1",4.39832321183971e-34,0.700308229900504,0.617,0.474,2.78413859309454e-31,"Club cells_1","TCF7L2"
"407","MA0523.1",8.49787942576866e-13,0.502725251031318,0.661,0.488,5.37915767651156e-10,"Club cell_2","TCF7L2"
"408","MA0523.1",6.77281298513057e-11,0.912097081437093,0.711,0.493,4.28719061958765e-08,"AT2 cells","TCF7L2"
"409","MA0524.2",1.31409086142383e-17,1.00075951569835,0.728,0.484,8.31819515281282e-15,"Club cells_3","TFAP2C"
"410","MA0524.2",1.47145137791947e-32,0.777864971652623,0.7,0.478,9.31428722223025e-30,"Club cell_2","TFAP2C"
"411","MA0524.2",2.1111545785014e-153,1.27836825760396,0.757,0.44,1.33636084819139e-150,"Club cells_1","TFAP2C"
"412","MA0525.2",9.27341100371434e-21,2.57920198246578,0.859,0.485,5.87006916535118e-18,"Cilliated cells","TP63"
"413","MA0526.3",9.3018162366258e-06,0.526853518135135,0.539,0.477,0.00588804967778413,"NE_6","USF2"
"414","MA0526.3",3.56765389411455e-103,0.945103232627086,0.743,0.445,2.25832491497451e-100,"NE_3","USF2"
"415","MA0526.3",2.88629534029725e-26,0.99101104098858,0.588,0.465,1.82702495040816e-23,"NE_2","USF2"
"416","MA0526.3",6.10586037971257e-06,1.15629431938949,0.543,0.473,0.00386500962035805,"NE_4","USF2"
"417","MA0527.1",4.83501591892412e-10,0.541245061723188,0.56,0.47,3.06056507667897e-07,"NE_4","ZBTB33"
"418","MA0527.1",9.34516892359791e-13,2.54906250096469,0.905,0.477,5.91549192863748e-10,"Endothelial cells","ZBTB33"
"419","MA0527.1",7.61870878806842e-08,1.72986119220979,0.903,0.478,4.82264266284731e-05,"Stromal cells","ZBTB33"
"420","MA0527.1",4.8401219132317e-36,0.774968509516184,0.748,0.468,3.06379717107567e-33,"NFIB high_NE","ZBTB33"
"421","MA0528.2",1.32646934635954e-09,1.65599221288732,0.935,0.495,8.39655096245586e-07,"Stromal cells","ZNF263"
