"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Syt1",4.6025178938878e-123,0.649724759778411,0.574,0.202,7.70691621331512e-119,"NE_5","Syt1"
"Vwf",3.48301761494432e-121,0.546944974224113,0.487,0.151,5.83231299622427e-117,"NE_5","Vwf"
"Cacna2d1",6.47859345216601e-117,0.579568546628133,0.544,0.188,1.0848404735652e-112,"NE_5","Cacna2d1"
"Fgf14",7.37226538088357e-115,0.563835597454658,0.501,0.165,1.23448583802895e-110,"NE_5","Fgf14"
"Ptprn21",1.49988561288827e-109,0.546080785859415,0.553,0.202,2.5115584587814e-105,"NE_5","Ptprn2"
"Cacna1a1",1.28920021079693e-105,0.606942789019201,0.726,0.334,2.15876575297946e-101,"NE_5","Cacna1a"
"Cacna1c",7.58732735257663e-99,0.568486431868594,0.618,0.264,1.27049796518896e-94,"NE_5","Cacna1c"
"Tafa1",6.37309534277832e-97,0.569181063813742,0.468,0.161,1.06717481514823e-92,"NE_5","Tafa1"
"Skap1",6.85362361933337e-94,0.396933966858798,0.351,0.097,1.14763927505737e-89,"NE_5","Skap1"
"Kcnq5",1.3528930082003e-93,0.567267994222341,0.536,0.208,2.2654193422314e-89,"NE_5","Kcnq5"
"Kcnh7",1.43086285917399e-93,0.419437643073596,0.381,0.113,2.39597985768685e-89,"NE_5","Kcnh7"
"Stxbp5l",1.13566870436147e-92,0.324459464859104,0.262,0.057,1.90167724545328e-88,"NE_5","Stxbp5l"
"Clstn2",1.96319649966647e-92,0.446452698397253,0.372,0.111,3.2873725386915e-88,"NE_5","Clstn2"
"Tmem117",2.54394369823922e-90,0.349940303872947,0.333,0.09,4.25983372270158e-86,"NE_5","Tmem117"
"Agbl41",3.29497094576031e-89,0.444011752069704,0.459,0.161,5.51742884867564e-85,"NE_5","Agbl4"
"Runx1t1",7.83835438962316e-89,0.354252142985311,0.318,0.084,1.3125324425424e-84,"NE_5","Runx1t1"
"Gnao1",2.90524144780929e-88,0.362198835143179,0.381,0.116,4.86482680435666e-84,"NE_5","Gnao1"
"Piezo22",1.75146013788925e-84,0.666371554124379,0.807,0.468,2.93282000089555e-80,"NE_5","Piezo2"
"Xkr4",2.67672019020054e-84,0.333618284694775,0.317,0.087,4.48216795849081e-80,"NE_5","Xkr4"
"Mctp2",1.38896547185207e-82,0.374095696023524,0.385,0.124,2.32582268261629e-78,"NE_5","Mctp2"
"Pclo1",8.35542490827996e-81,0.507700651719946,0.632,0.293,1.39911590089148e-76,"NE_5","Pclo"
"Ptprt2",1.09185691366755e-79,0.558272204541165,0.873,0.514,1.82831440193632e-75,"NE_5","Ptprt"
"Ptprz11",1.28600053155738e-79,0.46349045312105,0.441,0.162,2.15340789009284e-75,"NE_5","Ptprz1"
"Enox1",4.22111890083217e-79,0.342896905763907,0.359,0.113,7.06826359944347e-75,"NE_5","Enox1"
"Cdc14b",6.24754568409602e-78,0.333875860462683,0.287,0.078,1.04615152480188e-73,"NE_5","Cdc14b"
"9030622O22Rik",2.52424096162967e-77,0.380825935765439,0.325,0.098,4.22684149024888e-73,"NE_5","9030622O22Rik"
"Cadps",7.49489675996969e-76,0.342417421632917,0.341,0.106,1.25502046245693e-71,"NE_5","Cadps"
"Grid2",6.40821122685901e-75,0.461368990225827,0.405,0.147,1.07305496993754e-70,"NE_5","Grid2"
"Cdh20",1.46111019621992e-74,0.40588327778183,0.39,0.137,2.44662902357025e-70,"NE_5","Cdh20"
"Cacna2d3",2.36480925695766e-73,0.303232339541994,0.313,0.093,3.9598731007756e-69,"NE_5","Cacna2d3"
"Nfatc2",1.3011070859169e-72,0.323434599058587,0.323,0.099,2.17870381536785e-68,"NE_5","Nfatc2"
"Neto1",1.31503386899826e-70,0.294526599789005,0.273,0.075,2.20202421363758e-66,"NE_5","Neto1"
"Aopep",6.00615803940184e-70,0.429281688655004,0.507,0.223,1.00573116369784e-65,"NE_5","Aopep"
"Tox",7.78135921968731e-70,0.362019472999489,0.351,0.118,1.30298860133664e-65,"NE_5","Tox"
"Cadps2",9.14053231001624e-69,0.397117833894006,0.398,0.151,1.53058213531222e-64,"NE_5","Cadps2"
"Nrcam",1.08362776645328e-68,0.314669100695917,0.267,0.074,1.81453469492602e-64,"NE_5","Nrcam"
"Fam155a",8.2744875804036e-68,0.423998723730722,0.429,0.17,1.38556294533858e-63,"NE_5","Fam155a"
"Zfpm21",1.64676018002928e-67,0.497491803818285,0.605,0.29,2.75749992145903e-63,"NE_5","Zfpm2"
"Pex5l",4.60527184232518e-67,0.440795558959296,0.478,0.204,7.71152769997352e-63,"NE_5","Pex5l"
"Robo11",1.42280523081233e-66,0.555198505976252,0.572,0.283,2.38248735899525e-62,"NE_5","Robo1"
"Limch11",1.69369707065966e-65,0.489226986271776,0.676,0.376,2.8360957448196e-61,"NE_5","Limch1"
"Iqsec1",3.00765777914638e-65,0.372481529384707,0.405,0.157,5.03632295118061e-61,"NE_5","Iqsec1"
"Syt7",2.69196530456067e-64,0.258617029891944,0.265,0.076,4.50769590248684e-60,"NE_5","Syt7"
"Rgs71",1.80644907958811e-63,0.339336677691612,0.358,0.129,3.02489898377029e-59,"NE_5","Rgs7"
"Phactr11",3.10215298013932e-63,0.430601580055108,0.471,0.205,5.1945551652433e-59,"NE_5","Phactr1"
"Rims21",3.67043280219517e-63,0.394537189196524,0.591,0.29,6.14613972727582e-59,"NE_5","Rims2"
"Kcnip4",1.07714060891e-62,0.573427497418299,0.367,0.142,1.8036719496198e-58,"NE_5","Kcnip4"
"Macrod2",1.22931852422095e-61,0.297365255491464,0.297,0.096,2.05849386880798e-57,"NE_5","Macrod2"
"Tmem163",4.4546729441557e-58,0.323677670173462,0.364,0.139,7.45934984498871e-54,"NE_5","Tmem163"
"Rapgef4",8.60295753558009e-58,0.302543829412638,0.32,0.114,1.44056523933289e-53,"NE_5","Rapgef4"
"Tmem132d1",1.13629332341975e-57,0.343783579751612,0.358,0.135,1.90272317006637e-53,"NE_5","Tmem132d"
"Cntn4",5.29011373010497e-57,0.283509423018823,0.256,0.078,8.85829544106077e-53,"NE_5","Cntn4"
"Plcl2",4.83317001347955e-56,0.358043414154027,0.449,0.198,8.09314318757151e-52,"NE_5","Plcl2"
"Celf41",9.41873369833765e-56,0.391454366585407,0.599,0.304,1.57716695778664e-51,"NE_5","Celf4"
"Rimbp2",1.32879835686032e-55,0.272251212860864,0.29,0.098,2.22507284856261e-51,"NE_5","Rimbp2"
"Pip5k1b",1.41183985089001e-55,0.344861282298312,0.367,0.146,2.36412583031533e-51,"NE_5","Pip5k1b"
"Ryr2",1.54313158946723e-55,0.276346609807726,0.3,0.103,2.58397384656288e-51,"NE_5","Ryr2"
"Hcn11",3.84108730636876e-54,0.314616111137117,0.375,0.15,6.43190069451448e-50,"NE_5","Hcn1"
"Pitpnm2",4.03348502252231e-54,0.319407232795234,0.367,0.147,6.75407067021361e-50,"NE_5","Pitpnm2"
"A230057D06Rik",5.43742103281169e-54,0.267883929199345,0.259,0.082,9.10496151944317e-50,"NE_5","A230057D06Rik"
"Mdga2",1.19342103608486e-53,0.293630266865861,0.258,0.083,1.99838352492411e-49,"NE_5","Mdga2"
"Cd9",2.47668463260331e-52,0.319369388196841,0.35,0.139,4.14720841729424e-48,"NE_5","Cd9"
"Dennd4a",4.80304630069425e-52,0.278707073692794,0.358,0.141,8.04270103051253e-48,"NE_5","Dennd4a"
"Nebl",5.49956396019687e-52,0.429471787178392,0.637,0.369,9.20901985134966e-48,"NE_5","Nebl"
"Wnk2",7.71685513189912e-52,0.279244642933534,0.3,0.107,1.29218739183651e-47,"NE_5","Wnk2"
"Frmpd42",2.67878843429734e-51,0.369922393967457,0.475,0.221,4.4856312332309e-47,"NE_5","Frmpd4"
"Gmds",2.89169075484051e-50,0.270519551414823,0.282,0.1,4.84213616898044e-46,"NE_5","Gmds"
"Foxp1",3.95093266384606e-48,0.382345844379423,0.541,0.291,6.61583674561023e-44,"NE_5","Foxp1"
"Plcb4",2.86134724320545e-45,0.327269888074621,0.467,0.232,4.79132595874752e-41,"NE_5","Plcb4"
"Rere1",1.26124279507419e-44,0.374001716295797,0.698,0.433,2.11195106035174e-40,"NE_5","Rere"
"Pcdh9",2.66020936510286e-43,0.309103992300174,0.336,0.142,4.45452058186474e-39,"NE_5","Pcdh9"
"Egr1",1.48053664597789e-42,0.355367798751695,0.476,0.249,2.47915861368998e-38,"NE_5","Egr1"
"Magi2",1.6662920195625e-42,0.290542005233526,0.367,0.163,2.79020598675741e-38,"NE_5","Magi2"
"Fry",8.6969786644058e-41,0.262119929623796,0.328,0.141,1.45630907735475e-36,"NE_5","Fry"
"Nav2",1.32020275620265e-39,0.353845697375929,0.598,0.361,2.21067951526134e-35,"NE_5","Nav2"
"Exoc4",6.32522897448284e-39,0.276914153598644,0.332,0.149,1.05915959177715e-34,"NE_5","Exoc4"
"Auts2",7.80468124744095e-38,0.250149755585319,0.302,0.128,1.30689387488399e-33,"NE_5","Auts2"
"Nipal2",1.05230154900798e-37,0.276279374118206,0.32,0.143,1.76207894381386e-33,"NE_5","Nipal2"
"Mast41",1.7144951871156e-37,0.279392126227479,0.394,0.194,2.87092219082507e-33,"NE_5","Mast4"
"Lrba",3.77932320720286e-37,0.272665619399794,0.385,0.189,6.32847671046118e-33,"NE_5","Lrba"
"Tanc22",4.13040969011857e-37,0.342039437593425,0.561,0.338,6.91637102610355e-33,"NE_5","Tanc2"
"Ttc3",7.9078347077245e-37,0.278922050638772,0.456,0.239,1.32416692180847e-32,"NE_5","Ttc3"
"Ctnnd2",1.7568504867134e-36,0.261273983602455,0.412,0.206,2.94184614000158e-32,"NE_5","Ctnnd2"
"Ntn41",5.33929901015266e-36,0.256058801968169,0.41,0.203,8.94065619250062e-32,"NE_5","Ntn4"
"Cplx22",3.7349455421243e-35,0.338467624538436,0.719,0.469,6.25416631028714e-31,"NE_5","Cplx2"
"Cntnap5b1",1.18308849213492e-34,0.325823333045732,0.479,0.261,1.98108168007992e-30,"NE_5","Cntnap5b"
"Kcnip11",4.36940366313462e-34,0.483370805781948,0.483,0.274,7.31656643391891e-30,"NE_5","Kcnip1"
"Hs6st3",1.38119613313249e-33,0.354723431119934,0.35,0.169,2.31281292493035e-29,"NE_5","Hs6st3"
"Msi2",3.02371724529774e-31,0.280003254306707,0.401,0.219,5.06321452725107e-27,"NE_5","Msi2"
"Slco3a1",3.49452722230283e-31,0.259867699877323,0.397,0.209,5.85158583374609e-27,"NE_5","Slco3a1"
"Zbtb201",4.81501732956089e-27,0.273155834473346,0.507,0.319,8.0627465183497e-23,"NE_5","Zbtb20"
"Mki67",0,1.77110364354097,0.875,0.102,0,"NE_6","Mki67"
"Cenpf",0,0.969058865559512,0.592,0.041,0,"NE_6","Cenpf"
"Top2a",0,0.778927788427523,0.531,0.032,0,"NE_6","Top2a"
"Cenpe",0,0.751389125000121,0.485,0.026,0,"NE_6","Cenpe"
"Knl1",0,0.506621164658561,0.348,0.013,0,"NE_6","Knl1"
"Kif20b",0,0.490643985375815,0.348,0.017,0,"NE_6","Kif20b"
"Kif15",0,0.451789884179486,0.306,0.01,0,"NE_6","Kif15"
"Anln",2.68514200251188e-270,0.435699496154579,0.294,0.014,4.49627028320614e-266,"NE_6","Anln"
"Tpx2",1.95616432605484e-251,0.375842332476912,0.282,0.014,3.27559716397882e-247,"NE_6","Tpx2"
"Cit",2.40196497444974e-220,0.3904275092935,0.29,0.02,4.02209034971609e-216,"NE_6","Cit"
"Hist1h1d",1.15069969380607e-174,0.548430220219963,0.372,0.048,1.92684663727827e-170,"NE_6","Hist1h1d"
"Cenpp",1.11116255240248e-168,0.345072181031459,0.252,0.02,1.86064169399796e-164,"NE_6","Cenpp"
"Hist1h1c",1.12222321198033e-141,0.601567752943219,0.497,0.109,1.87916276846105e-137,"NE_6","Hist1h1c"
"Hist1h1e",1.0331128685845e-138,0.992915915440948,0.722,0.248,1.72994749844474e-134,"NE_6","Hist1h1e"
"Diaph3",2.99380135264261e-131,0.369443351100969,0.258,0.03,5.01312036500005e-127,"NE_6","Diaph3"
"Smc4",2.51566183971801e-115,0.441995178164169,0.32,0.054,4.21247575060781e-111,"NE_6","Smc4"
"Hmgb2",2.08496542495703e-98,0.466180269122916,0.274,0.046,3.49127460409054e-94,"NE_6","Hmgb2"
"Cdk5rap2",2.17979326614958e-92,0.430144078583373,0.382,0.091,3.65006382416747e-88,"NE_6","Cdk5rap2"
"Clspn",5.59711010432986e-59,0.411304529985157,0.298,0.082,9.37236086970035e-55,"NE_6","Clspn"
"Cep112",3.22132127389728e-47,0.384289378783814,0.425,0.171,5.394102473141e-43,"NE_6","Cep112"
"Map1b",3.15824478732118e-40,0.491178459440005,0.471,0.222,5.28848089636932e-36,"NE_6","Map1b"
"Dleu2",1.52333521784883e-32,0.257464761319023,0.3,0.117,2.55082482228787e-28,"NE_6","Dleu2"
"Ptms",1.86257091927027e-32,0.300778026194748,0.344,0.146,3.11887500431807e-28,"NE_6","Ptms"
"Marcks",2.53925971645207e-31,0.323659611977107,0.366,0.164,4.25199039519899e-27,"NE_6","Marcks"
"Cntrl",2.95095254733386e-31,0.26811828005257,0.28,0.109,4.94137004051055e-27,"NE_6","Cntrl"
"Tmpo",3.62983574264418e-30,0.283597833181599,0.354,0.159,6.07815995105768e-26,"NE_6","Tmpo"
"Dek",9.16512246467265e-30,0.384063477999557,0.278,0.111,1.53469975670944e-25,"NE_6","Dek"
"Atad2",6.1005660626282e-29,0.329231572056797,0.374,0.179,1.02153978718709e-24,"NE_6","Atad2"
"Hs6st31",1.59591378581341e-28,0.453807503350923,0.368,0.173,2.67235763434455e-24,"NE_6","Hs6st3"
"Rbbp6",4.15993870313052e-24,0.342197487679368,0.447,0.246,6.96581735839206e-20,"NE_6","Rbbp6"
"H3f3b",1.43905944272982e-23,0.26818540827027,0.332,0.16,2.40970503685108e-19,"NE_6","H3f3b"
"Syne2",5.99579980359402e-19,0.302752076662627,0.429,0.253,1.00399667711182e-14,"NE_6","Syne2"
"Ncl",2.56772306208847e-18,0.253949842844263,0.252,0.119,4.29965226746714e-14,"NE_6","Ncl"
"Srrm11",3.13907164205312e-17,0.347535772624297,0.481,0.312,5.25637546461795e-13,"NE_6","Srrm1"
"Hnrnpu",1.09812549608955e-15,0.265312839106604,0.425,0.264,1.83881114320194e-11,"NE_6","Hnrnpu"
"Jun1",5.89718010745578e-15,0.430219843180628,0.642,0.47,9.87482808993471e-11,"NE_6","Jun"
"Tpr",1.40149988853555e-13,0.256213037165614,0.322,0.192,2.34681156335277e-09,"NE_6","Tpr"
"Chd4",5.24352933870056e-13,0.264637192542165,0.39,0.25,8.78028987765409e-09,"NE_6","Chd4"
"Ankrd11",2.29851515090209e-12,0.300233061111179,0.678,0.528,3.84886362018556e-08,"NE_6","Ankrd11"
"Ptma",2.87932941983053e-12,0.331420340750927,0.304,0.183,4.82143711350623e-08,"NE_6","Ptma"
"Nop561",3.68573939017658e-11,0.273456731392659,0.28,0.168,6.17177060885068e-07,"NE_6","Nop56"
"App",1.32629526475609e-08,0.304464096874865,0.465,0.359,0.000222088142083407,"NE_6","App"
"Eif3a",1.24783551393687e-07,0.264790219909082,0.352,0.25,0.00208950056808729,"NE_6","Eif3a"
"Scgb1a11",0,3.75139545603042,1,0.334,0,"Club cell_2","Scgb1a1"
"Scgb3a2",4.02491354701662e-221,0.638613405952333,0.365,0.032,6.73971773447934e-217,"Club cell_2","Scgb3a2"
"Hp",1.05102611331927e-215,0.564012835139987,0.36,0.032,1.75994322675312e-211,"Club cell_2","Hp"
"Mecom1",1.55602015610994e-198,1.17018802635883,0.846,0.215,2.6055557514061e-194,"Club cell_2","Mecom"
"Col23a11",6.62473912695534e-159,0.753098230879129,0.589,0.12,1.10931256680867e-154,"Club cell_2","Col23a1"
"Sftpb1",7.99546448206681e-155,0.692798507925749,0.468,0.079,1.33884052752209e-150,"Club cell_2","Sftpb"
"Rad51b1",2.01109619908554e-134,0.803435052125507,0.603,0.145,3.36758058536873e-130,"Club cell_2","Rad51b"
"Cyp2f2",2.87937134434372e-97,0.395425627579188,0.257,0.037,4.82150731610356e-93,"Club cell_2","Cyp2f2"
"Samd41",2.72046739923448e-87,0.4542200488483,0.438,0.109,4.55542266001814e-83,"Club cell_2","Samd4"
"Por1",1.91051887809624e-83,0.55440960755574,0.502,0.149,3.19916386137215e-79,"Club cell_2","Por"
"Gabrp1",2.55735258442817e-83,0.34028903859479,0.3,0.057,4.28228690262498e-79,"Club cell_2","Gabrp"
"Ptpn131",9.46416368454303e-81,0.556689134729905,0.541,0.173,1.58477420897673e-76,"Club cell_2","Ptpn13"
"Eya21",6.41557548361959e-79,0.37953301193691,0.351,0.08,1.0742881147321e-74,"Club cell_2","Eya2"
"Pigr1",1.94350179255764e-78,0.647733709430676,0.55,0.188,3.25439375163777e-74,"Club cell_2","Pigr"
"Rai141",3.52261208120562e-77,0.391100794851804,0.362,0.086,5.89861392997882e-73,"Club cell_2","Rai14"
"Aox3",1.45718581802722e-75,0.366638611007606,0.268,0.051,2.44005765228658e-71,"Club cell_2","Aox3"
"Atp11a1",4.58024084656443e-74,0.574824651951804,0.553,0.19,7.66961329757214e-70,"Club cell_2","Atp11a"
"Myo5c1",3.75497332936998e-70,0.381568504407494,0.33,0.079,6.28770284003004e-66,"Club cell_2","Myo5c"
"Itprid11",2.79534552852381e-69,0.307686691800852,0.259,0.05,4.68080608751311e-65,"Club cell_2","Itprid1"
"Malat11",5.92334696354491e-68,0.77053892653938,1,0.997,9.91864449045595e-64,"Club cell_2","Malat1"
"Tspan11",1.69105971906259e-66,0.34681638835745,0.268,0.056,2.83167949957031e-62,"Club cell_2","Tspan11"
"Sfta3-ps1",2.04757576511296e-62,0.709355232267121,0.683,0.332,3.42866561868164e-58,"Club cell_2","Sfta3-ps"
"Slc4a51",1.10814553139159e-56,0.309796936738416,0.3,0.077,1.85558969231521e-52,"Club cell_2","Slc4a5"
"Rarb1",3.93338907929552e-56,0.318361900222985,0.291,0.074,6.58646001328036e-52,"Club cell_2","Rarb"
"Runx11",1.19401813622257e-55,0.331581874662289,0.344,0.098,1.99938336910469e-51,"Club cell_2","Runx1"
"Tmsb4x",1.63501260390509e-55,0.2826665619063,0.28,0.07,2.73782860523907e-51,"Club cell_2","Tmsb4x"
"Dapk11",5.57799913428996e-54,0.396984780575227,0.369,0.116,9.34035955036854e-50,"Club cell_2","Dapk1"
"Fmo21",2.7108453085528e-53,0.299995531604456,0.25,0.059,4.53931046917166e-49,"Club cell_2","Fmo2"
"Il18r11",2.82694065373355e-53,0.416042766624003,0.493,0.183,4.73371212467682e-49,"Club cell_2","Il18r1"
"Ahnak1",1.06928491990916e-49,0.358523560495859,0.408,0.14,1.79051759838788e-45,"Club cell_2","Ahnak"
"Lrmda1",2.83841771100019e-49,0.461129123065721,0.45,0.172,4.75293045706982e-45,"Club cell_2","Lrmda"
"Atp1b11",3.41247705583256e-49,0.338026411449542,0.323,0.098,5.71419282999162e-45,"Club cell_2","Atp1b1"
"Zfp36l11",9.92478392094724e-49,0.307855804787026,0.252,0.064,1.66190506756261e-44,"Club cell_2","Zfp36l1"
"Tpt1",1.07836164556512e-48,0.275687792532027,0.259,0.067,1.8057165754988e-44,"Club cell_2","Tpt1"
"Alcam1",1.49115127604665e-48,0.558050691438571,0.789,0.458,2.49693281174012e-44,"Club cell_2","Alcam"
"Celsr21",6.45497081995236e-46,0.28218053014174,0.282,0.081,1.08088486380102e-41,"Club cell_2","Celsr2"
"Muc41",2.023957938353e-43,0.288691450371927,0.289,0.086,3.3891175677721e-39,"Club cell_2","Muc4"
"Nfia1",3.91760482351701e-43,0.289189663655041,0.3,0.093,6.56002927697924e-39,"Club cell_2","Nfia"
"Prdm161",5.04949615981878e-42,0.291780866604314,0.298,0.093,8.45538131961654e-38,"Club cell_2","Prdm16"
"Nckap51",1.19304465071587e-41,0.32817148362898,0.353,0.123,1.99775326762372e-37,"Club cell_2","Nckap5"
"5330417C22Rik1",4.66479827536555e-40,0.396340197013779,0.477,0.208,7.81120471209962e-36,"Club cell_2","5330417C22Rik"
"Etl41",2.72832726432278e-39,0.375521461186449,0.459,0.198,4.56858400410849e-35,"Club cell_2","Etl4"
"Camk1d1",1.43690674544244e-32,0.425641796155639,1,1,2.40610034524337e-28,"Club cell_2","Camk1d"
"Zfp7041",1.56206141163008e-32,0.343679063748557,0.475,0.222,2.61567183377457e-28,"Club cell_2","Zfp704"
"Taok31",3.76489422253235e-32,0.301481708880033,0.321,0.125,6.30431537563041e-28,"Club cell_2","Taok3"
"Wwc11",1.49784959687178e-30,0.282003821322698,0.321,0.128,2.50814914996179e-26,"Club cell_2","Wwc1"
"Cmss11",1.77985035035317e-30,0.326135005077012,1,1,2.98035941166638e-26,"Club cell_2","Cmss1"
"Atp8a11",2.92415763482159e-27,0.418052904176277,0.5,0.269,4.89650195950875e-23,"Club cell_2","Atp8a1"
"Nedd4l1",6.21217628562814e-26,0.272747705712496,0.31,0.13,1.04022891902843e-21,"Club cell_2","Nedd4l"
"Lrrfip11",1.93060746476603e-25,0.285337529281535,0.362,0.167,3.23280219975071e-21,"Club cell_2","Lrrfip1"
"Ncoa11",7.22207627256281e-24,0.256868332183532,0.349,0.161,1.20933667184064e-19,"Club cell_2","Ncoa1"
"AY036118",7.51204551310809e-24,0.287809197227713,1,1,1.25789202116995e-19,"Club cell_2","AY036118"
"Ank31",1.29607697472304e-22,0.399430079715438,0.615,0.393,2.17028089417373e-18,"Club cell_2","Ank3"
"Hivep21",1.50158703648954e-22,0.3324767912848,0.431,0.23,2.51440749260173e-18,"Club cell_2","Hivep2"
"Rnf2131",2.64266355711314e-22,0.278498260746533,0.385,0.192,4.42514012638595e-18,"Club cell_2","Rnf213"
"Naaladl21",6.7471259279166e-21,0.304787688515546,0.58,0.36,1.12980623662964e-16,"Club cell_2","Naaladl2"
"Jarid21",5.64957210394568e-19,0.390268907233969,0.878,0.732,9.46020848805704e-15,"Club cell_2","Jarid2"
"Lars2",1.6549743938771e-18,0.310877603960942,0.975,0.944,2.77125462254721e-14,"Club cell_2","Lars2"
"Pde4d1",4.31563070860831e-18,0.343185918968199,0.583,0.38,7.22652362156462e-14,"Club cell_2","Pde4d"
"Large11",2.62781385880838e-13,0.257766029122586,0.344,0.202,4.40027430657464e-09,"Club cell_2","Large1"
"Pou2f2",1.57871226501211e-120,0.350751318907309,0.255,0.025,2.64355368776278e-116,"NFIB high_NE","Pou2f2"
"Adgrb3",3.32264649752401e-106,0.48842594495599,0.326,0.047,5.56377156010395e-102,"NFIB high_NE","Adgrb3"
"mt-Nd12",1.581494332834e-103,0.916916664407758,1,0.994,2.64821226033053e-99,"NFIB high_NE","mt-Nd1"
"mt-Nd32",9.88441449591732e-99,0.934570737246132,0.997,0.964,1.65514520734136e-94,"NFIB high_NE","mt-Nd3"
"Astn2",1.42886898522101e-81,0.561576321849959,0.3,0.052,2.39264111575259e-77,"NFIB high_NE","Astn2"
"mt-Co22",5.02710494319233e-69,0.56262595399808,1,1,8.41788722737556e-65,"NFIB high_NE","mt-Co2"
"mt-Atp62",9.74563052750904e-66,0.527997508693536,1,1,1.63190583183139e-61,"NFIB high_NE","mt-Atp6"
"Hs6st32",6.38161989483712e-55,0.6741146490485,0.487,0.171,1.06860225139048e-50,"NFIB high_NE","Hs6st3"
"mt-Cytb2",1.03737481124835e-52,0.539535144935857,1,0.997,1.73708412143537e-48,"NFIB high_NE","mt-Cytb"
"Cadm2",1.16898485057304e-50,0.356088172535423,0.252,0.055,1.95746513228455e-46,"NFIB high_NE","Cadm2"
"Psip1",2.75722001942013e-46,0.446134768738729,0.34,0.102,4.61696492251901e-42,"NFIB high_NE","Psip1"
"mt-Co32",1.54651885661486e-44,0.428265374114793,1,0.999,2.58964582540158e-40,"NFIB high_NE","mt-Co3"
"mt-Nd22",9.9435994696786e-44,0.467773470107481,1,0.997,1.66505573119768e-39,"NFIB high_NE","mt-Nd2"
"Chd7",3.90544387496026e-33,0.530132252112511,0.657,0.374,6.53966576862095e-29,"NFIB high_NE","Chd7"
"Cacna1a2",2.49535275807231e-32,0.589194541474637,0.632,0.357,4.17846819339209e-28,"NFIB high_NE","Cacna1a"
"Nfib1",3.63747318131016e-30,0.574378458104285,0.445,0.21,6.09094884210386e-26,"NFIB high_NE","Nfib"
"Lsamp",3.05040371933338e-28,0.294236472348313,0.314,0.116,5.10790102802375e-24,"NFIB high_NE","Lsamp"
"Sfpq",5.13494804915079e-25,0.346450853679033,0.385,0.176,8.59847050830299e-21,"NFIB high_NE","Sfpq"
"mt-Nd4l2",1.09848132490246e-24,0.412647826729473,0.943,0.863,1.83940697854918e-20,"NFIB high_NE","mt-Nd4l"
"mt-Nd42",1.07511508644903e-22,0.305224820518696,1,0.995,1.8002802122589e-18,"NFIB high_NE","mt-Nd4"
"Ddc1",1.71190236231652e-20,0.372248801798369,0.496,0.275,2.86658050569902e-16,"NFIB high_NE","Ddc"
"Srrm12",2.6144250064692e-18,0.363185345811866,0.51,0.314,4.37785467333268e-14,"NFIB high_NE","Srrm1"
"Arglu1",2.39301933201745e-14,0.345458481060014,0.603,0.433,4.00711087146322e-10,"NFIB high_NE","Arglu1"
"mt-Atp81",6.50172264932522e-14,0.302800272193353,0.929,0.868,1.08871345762951e-09,"NFIB high_NE","mt-Atp8"
"mt-Nd51",1.8252479646015e-13,0.260566562194839,1,0.975,3.05637771672521e-09,"NFIB high_NE","mt-Nd5"
"Hspa1b",4.3066375849007e-255,0.962268490339216,0.614,0.041,7.21146463591621e-251,"Club cells_3","Hspa1b"
"Hspa1a",2.89945454908242e-224,1.12662320060191,0.636,0.053,4.85513664243852e-220,"Club cells_3","Hspa1a"
"Hspb1",6.05225766650667e-180,0.877790951688667,0.473,0.036,1.01345054625654e-175,"Club cells_3","Hspb1"
"Dnaja11",7.68490025891542e-176,1.72657668112529,0.766,0.111,1.28683654835539e-171,"Club cells_3","Dnaja1"
"Hspd1",1.4017647180277e-150,1.03902731553696,0.44,0.038,2.34725502033738e-146,"Club cells_3","Hspd1"
"Hsph11",4.76362133580487e-139,1.22683466053924,0.603,0.079,7.97668392680526e-135,"Club cells_3","Hsph1"
"Hspe1",1.82100108394398e-138,0.384751405999722,0.266,0.013,3.0492663150642e-134,"Club cells_3","Hspe1"
"Hsp90aa11",2.63263828925644e-123,2.64541041734954,0.962,0.329,4.40835281535991e-119,"Club cells_3","Hsp90aa1"
"Hsp90ab11",1.3653213678641e-114,1.68734027776752,0.886,0.237,2.28623063048843e-110,"Club cells_3","Hsp90ab1"
"Wwtr1",1.46593524552033e-109,0.536965753544147,0.386,0.039,2.45470856862379e-105,"Club cells_3","Wwtr1"
"Smad7",3.59364644859311e-96,0.501971675213686,0.359,0.038,6.01756097816917e-92,"Club cells_3","Smad7"
"Hspa81",1.72197914116252e-95,0.954402264593631,0.614,0.118,2.88345407187664e-91,"Club cells_3","Hspa8"
"Timp3",2.02538532551389e-92,0.784724872457469,0.435,0.059,3.39150772757301e-88,"Club cells_3","Timp3"
"Cyp4b1",6.77741027506656e-89,0.8359196055309,0.359,0.042,1.13487735055989e-84,"Club cells_3","Cyp4b1"
"Lama5",2.4970293973567e-77,0.481417413946117,0.37,0.05,4.1812757258738e-73,"Club cells_3","Lama5"
"Bag3",7.58613286367364e-74,0.652081137144571,0.288,0.032,1.27029794802215e-69,"Club cells_3","Bag3"
"Fn1",8.8431222600919e-71,0.688282074448927,0.386,0.06,1.48078082245239e-66,"Club cells_3","Fn1"
"Errfi1",3.35575204625554e-69,0.571884301874812,0.299,0.037,5.6192068014549e-65,"Club cells_3","Errfi1"
"Slc4a41",6.49319909911294e-65,0.664756423748715,0.446,0.084,1.08728618914646e-60,"Club cells_3","Slc4a4"
